study_tag	study_accession	reported_trait	cohorts	imputation_panel	variant_count	ftp_path
UKBB_AFR_L_HDL_PL_pct	GCST90449921	Phospholipids to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449921/GCST90449921.tsv.gz
UKBB_AFR_L_HDL_PL	GCST90449922	Phospholipids in large HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449922/GCST90449922.tsv.gz
UKBB_AFR_L_HDL_P	GCST90449923	Concentration of large HDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449923/GCST90449923.tsv.gz
UKBB_AFR_L_HDL_TG_pct	GCST90449924	Triglycerides to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449924/GCST90449924.tsv.gz
UKBB_AFR_L_HDL_TG	GCST90449925	Triglycerides in large HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449925/GCST90449925.tsv.gz
UKBB_AFR_L_LDL_CE_pct	GCST90449926	Cholesteryl esters to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449926/GCST90449926.tsv.gz
UKBB_AFR_L_LDL_CE	GCST90449927	Cholesteryl esters in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449927/GCST90449927.tsv.gz
UKBB_AFR_L_LDL_C_pct	GCST90449928	Cholesterol to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449928/GCST90449928.tsv.gz
UKBB_AFR_L_LDL_C	GCST90449929	Cholesterol in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449929/GCST90449929.tsv.gz
UKBB_AFR_L_LDL_FC_pct	GCST90449930	Free cholesterol to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449930/GCST90449930.tsv.gz
UKBB_AFR_L_LDL_FC	GCST90449931	Free cholesterol in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449931/GCST90449931.tsv.gz
UKBB_AFR_L_LDL_L	GCST90449932	Total lipids in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449932/GCST90449932.tsv.gz
UKBB_AFR_L_LDL_PL_pct	GCST90449933	Phospholipids to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449933/GCST90449933.tsv.gz
UKBB_AFR_L_LDL_PL	GCST90449934	Phospholipids in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449934/GCST90449934.tsv.gz
UKBB_AFR_L_LDL_P	GCST90449935	Concentration of large LDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449935/GCST90449935.tsv.gz
UKBB_AFR_L_LDL_TG_pct	GCST90449936	Triglycerides to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449936/GCST90449936.tsv.gz
UKBB_AFR_L_LDL_TG	GCST90449937	Triglycerides in large LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449937/GCST90449937.tsv.gz
UKBB_AFR_L_VLDL_CE_pct	GCST90449938	Cholesteryl esters to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449938/GCST90449938.tsv.gz
UKBB_AFR_L_VLDL_CE	GCST90449939	Cholesteryl esters in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449939/GCST90449939.tsv.gz
UKBB_AFR_L_VLDL_C_pct	GCST90449940	Cholesterol to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449940/GCST90449940.tsv.gz
UKBB_AFR_L_VLDL_C	GCST90449941	Cholesterol in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449941/GCST90449941.tsv.gz
UKBB_AFR_L_VLDL_FC_pct	GCST90449942	Free cholesterol to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449942/GCST90449942.tsv.gz
UKBB_AFR_L_VLDL_FC	GCST90449943	Free cholesterol in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449943/GCST90449943.tsv.gz
UKBB_AFR_L_VLDL_L	GCST90449944	Total lipids in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449944/GCST90449944.tsv.gz
UKBB_AFR_L_VLDL_PL_pct	GCST90449945	Phospholipids to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449945/GCST90449945.tsv.gz
UKBB_AFR_L_VLDL_PL	GCST90449946	Phospholipids in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449946/GCST90449946.tsv.gz
UKBB_AFR_L_VLDL_P	GCST90449947	Concentration of large VLDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449947/GCST90449947.tsv.gz
UKBB_AFR_L_VLDL_TG_pct	GCST90449948	Triglycerides to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449948/GCST90449948.tsv.gz
UKBB_AFR_L_VLDL_TG	GCST90449949	Triglycerides in large VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449949/GCST90449949.tsv.gz
UKBB_AFR_M_HDL_CE_pct	GCST90449950	Cholesteryl esters to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449950/GCST90449950.tsv.gz
UKBB_AFR_M_HDL_CE	GCST90449951	Cholesteryl esters in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449951/GCST90449951.tsv.gz
UKBB_AFR_M_HDL_C_pct	GCST90449952	Cholesterol to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449952/GCST90449952.tsv.gz
UKBB_AFR_M_HDL_C	GCST90449953	Cholesterol in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449953/GCST90449953.tsv.gz
UKBB_AFR_M_HDL_FC_pct	GCST90449954	Free cholesterol to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449954/GCST90449954.tsv.gz
UKBB_AFR_M_HDL_FC	GCST90449955	Free cholesterol in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449955/GCST90449955.tsv.gz
UKBB_AFR_M_HDL_L	GCST90449956	Total lipids in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449956/GCST90449956.tsv.gz
UKBB_AFR_M_HDL_PL_pct	GCST90449957	Phospholipids to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449957/GCST90449957.tsv.gz
UKBB_AFR_M_HDL_PL	GCST90449958	Phospholipids in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449958/GCST90449958.tsv.gz
UKBB_AFR_M_HDL_P	GCST90449959	Concentration of medium HDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449959/GCST90449959.tsv.gz
UKBB_AFR_M_HDL_TG_pct	GCST90449960	Triglycerides to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449960/GCST90449960.tsv.gz
UKBB_AFR_M_HDL_TG	GCST90449961	Triglycerides in medium HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449961/GCST90449961.tsv.gz
UKBB_AFR_M_LDL_CE_pct	GCST90449962	Cholesteryl esters to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449962/GCST90449962.tsv.gz
UKBB_AFR_M_LDL_CE	GCST90449963	Cholesteryl esters in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449963/GCST90449963.tsv.gz
UKBB_AFR_M_LDL_C_pct	GCST90449964	Cholesterol to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449964/GCST90449964.tsv.gz
UKBB_AFR_M_LDL_C	GCST90449965	Cholesterol in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449965/GCST90449965.tsv.gz
UKBB_AFR_M_LDL_FC_pct	GCST90449966	Free cholesterol to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449966/GCST90449966.tsv.gz
UKBB_AFR_M_LDL_FC	GCST90449967	Free cholesterol in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449967/GCST90449967.tsv.gz
UKBB_AFR_M_LDL_L	GCST90449968	Total lipids in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449968/GCST90449968.tsv.gz
UKBB_AFR_M_LDL_PL_pct	GCST90449969	Phospholipids to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449969/GCST90449969.tsv.gz
UKBB_AFR_M_LDL_PL	GCST90449970	Phospholipids in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449970/GCST90449970.tsv.gz
UKBB_AFR_M_LDL_P	GCST90449971	Concentration of medium LDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449971/GCST90449971.tsv.gz
UKBB_AFR_M_LDL_TG_pct	GCST90449972	Triglycerides to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449972/GCST90449972.tsv.gz
UKBB_AFR_M_LDL_TG	GCST90449973	Triglycerides in medium LDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449973/GCST90449973.tsv.gz
UKBB_AFR_MUFA_pct	GCST90449974	Ratio of monounsaturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449974/GCST90449974.tsv.gz
UKBB_AFR_MUFA	GCST90449975	Monounsaturated fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449975/GCST90449975.tsv.gz
UKBB_AFR_M_VLDL_CE_pct	GCST90449976	Cholesteryl esters to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449976/GCST90449976.tsv.gz
UKBB_AFR_M_VLDL_CE	GCST90449977	Cholesteryl esters in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449977/GCST90449977.tsv.gz
UKBB_AFR_M_VLDL_C_pct	GCST90449978	Cholesterol to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449978/GCST90449978.tsv.gz
UKBB_AFR_M_VLDL_C	GCST90449979	Cholesterol in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449979/GCST90449979.tsv.gz
UKBB_AFR_M_VLDL_FC_pct	GCST90449980	Free cholesterol to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449980/GCST90449980.tsv.gz
UKBB_AFR_M_VLDL_FC	GCST90449981	Free cholesterol in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449981/GCST90449981.tsv.gz
UKBB_AFR_M_VLDL_L	GCST90449982	Total lipids in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449982/GCST90449982.tsv.gz
UKBB_AFR_M_VLDL_PL_pct	GCST90449983	Phospholipids to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449983/GCST90449983.tsv.gz
UKBB_AFR_M_VLDL_PL	GCST90449984	Phospholipids in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449984/GCST90449984.tsv.gz
UKBB_AFR_M_VLDL_P	GCST90449985	Concentration of medium VLDL particles	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449985/GCST90449985.tsv.gz
UKBB_AFR_M_VLDL_TG_pct	GCST90449986	Triglycerides to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449986/GCST90449986.tsv.gz
UKBB_AFR_M_VLDL_TG	GCST90449987	Triglycerides in medium VLDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449987/GCST90449987.tsv.gz
UKBB_AFR_non_HDL_C	GCST90449988	Total cholesterol minus HDL-C	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449988/GCST90449988.tsv.gz
UKBB_AFR_Omega_3_pct	GCST90449989	Ratio of omega-3 fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449989/GCST90449989.tsv.gz
UKBB_AFR_Omega_3	GCST90449990	Omega-3 fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449990/GCST90449990.tsv.gz
UKBB_AFR_Omega_6_by_Omega_3	GCST90449991	Ratio of omega-6 fatty acids to omega-3 fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449991/GCST90449991.tsv.gz
UKBB_AFR_Omega_6_pct	GCST90449992	Ratio of omega-6 fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449992/GCST90449992.tsv.gz
UKBB_AFR_Omega_6	GCST90449993	Omega-6 fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449993/GCST90449993.tsv.gz
UKBB_AFR_Phe	GCST90449994	Phenylalanine	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449994/GCST90449994.tsv.gz
UKBB_AFR_Phosphatidylc	GCST90449995	Phosphatidylcholines	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449995/GCST90449995.tsv.gz
UKBB_AFR_Phosphoglyc	GCST90449996	Phosphoglycerides	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449996/GCST90449996.tsv.gz
UKBB_AFR_PUFA_by_MUFA	GCST90449997	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449997/GCST90449997.tsv.gz
UKBB_AFR_PUFA_pct	GCST90449998	Ratio of polyunsaturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449998/GCST90449998.tsv.gz
UKBB_AFR_PUFA	GCST90449999	Polyunsaturated fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449999/GCST90449999.tsv.gz
UKBB_AFR_Pyruvate	GCST90450000	Pyruvate	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90450000/GCST90450000.tsv.gz
UKBB_AFR_Remnant_C	GCST90450001	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450001/GCST90450001.tsv.gz
UKBB_AFR_SFA_pct	GCST90450002	Ratio of saturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450002/GCST90450002.tsv.gz
UKBB_AFR_SFA	GCST90450003	Saturated fatty acids	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450003/GCST90450003.tsv.gz
UKBB_AFR_S_HDL_CE_pct	GCST90450004	Cholesteryl esters to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450004/GCST90450004.tsv.gz
UKBB_AFR_S_HDL_CE	GCST90450005	Cholesteryl esters in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450005/GCST90450005.tsv.gz
UKBB_AFR_S_HDL_C_pct	GCST90450006	Cholesterol to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450006/GCST90450006.tsv.gz
UKBB_AFR_S_HDL_C	GCST90450007	Cholesterol in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450007/GCST90450007.tsv.gz
UKBB_AFR_S_HDL_FC_pct	GCST90450008	Free cholesterol to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450008/GCST90450008.tsv.gz
UKBB_AFR_S_HDL_FC	GCST90450009	Free cholesterol in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450009/GCST90450009.tsv.gz
UKBB_AFR_S_HDL_L	GCST90450010	Total lipids in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450010/GCST90450010.tsv.gz
UKBB_AFR_S_HDL_PL_pct	GCST90450011	Phospholipids to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450011/GCST90450011.tsv.gz
UKBB_AFR_S_HDL_PL	GCST90450012	Phospholipids in small HDL	UKBB	Genomics England (n=78195)	26776919	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450012/GCST90450012.tsv.gz
